Product_name,Product_Wine_price1,Product_wine_size,Product_wine_id,Product_Number_review,Product_Alcohol_Vol,Product_Made_in,Product_By,Product_Sugar_content,Product_sweetness_descriptor,Product_Style,Product_Varietal,Product_Release_date
Stoneleigh Marlborough Pinot Noir,$19.95,750 mL bottle |,LCBO#: 54353,"2.3
(3)",12%,New Zealand,Pernod Ricard Pacific Pty Ltd,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
Smoking Loon Cabernet Sauvignon,$15.85,750 mL bottle |,LCBO#: 55517,"4.0
(2)",13.50%,USA,Don Sebastiani & Sons,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Latour Chardonnay Bourgogne,$23.15,750 mL bottle |,LCBO#: 55533,"4.0
(3)",13%,"Burgundy, France",Maison Louis Latour,3 g/L,XD - Extra Dry,Full-bodied & Rich,Burgundy,
Chateau Ste. Michelle Indian Wells Cabernet Sauvignon 2018,$26.95,750 mL bottle |,VINTAGES#: 55764,"4.8
(26)",14%,"Washington, USA",Chat Ste Michelle,3 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon/Syrah,
Sterling Vintner's Collection Cabernet Sauvignon,$16.95,750 mL bottle |,LCBO#: 56366,"3.4
(7)",13.50%,USA,Sterling Vineyards,6 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Bouchard PÃ¨re & Fils Pouilly-Fuisse,$36.95,750 mL bottle |,LCBO#: 56580,0,12.50%,"Burgundy, France",Bouchard Pere & Fils,2 g/L,XD - Extra Dry,Full-bodied & Rich,Burgundy,
13th Street Cabernet/Merlot 2019,$21.95,750 mL bottle |,VINTAGES#: 56598,"3.0
(1)",12%,"Ontario, Canada",Thirteenth Street Wine Corp.,6 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet/Merlot,
ChÃ¢teau des Charmes Gamay Noir VQA,$15.95,750 mL bottle |,LCBO#: 57349,"3.0
(2)",13%,"Ontario, Canada",Chateau Des Charmes,2 g/L,XD - Extra Dry,Light-bodied & Fruity,Gamay,
Clayhouse Cabernet Sauvignon 2018,$18.95,750 mL bottle |,VINTAGES#: 57869,0,14.50%,"California, USA",Vintage Wine Estates,4 g/L,D - Dry,Full-bodied & Smooth,Cabernet Sauvignon Blend,
Kaiken Malbec,$15.95,750 mL bottle |,VINTAGES#: 58339,"3.5
(4)",14.50%,"Mendoza, Argentina",Kaiken S.A.,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Malbec,
Jackson-Triggs Reserve Sauvignon Blanc VQA,$13.95,750 mL bottle |,LCBO#: 58438,0,12.30%,"Ontario, Canada","Arterra Wines Canada, Inc.",5 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Angels Gate Gewurztraminer VQA,$15.95,750 mL bottle |,LCBO#: 58594,"3.0
(5)",12.30%,"Ontario, Canada",Angels Gate Winery,4 g/L,XD - Extra Dry,Aromatic & Flavourful,GewÃ¼rztraminer,
Peller Estates Family Series Cabernet Merlot VQA,$12.95,750 mL bottle |,LCBO#: 58628,"3.5
(2)",13%,"Ontario, Canada",Andrew Peller Limited,6 g/L,D - Dry,Medium-bodied & Fruity,Cabernet/Merlot,
XOXO Pinot Grigio Chardonnay,$10.95,750 mL bottle |,LCBO#: 58677,"4.5
(2)",12%,Canada,Andrew Peller Limited,10 g/L,D - Dry,Light & Crisp,Blend,
7 Deadly Zins Old Vine Zinfandel,$24.95,750 mL bottle |,VINTAGES#: 59311,"4.6
(9)",14.50%,"California, USA",The Wine Group,6 g/L,D - Dry,Full-bodied & Smooth,Zinfandel,
"Deinhard Riesling Dry, Rheinhessen",$13.10,750 mL bottle |,LCBO#: 60004,0,12%,"Rheinhessen, Germany",Deinhard & Co,10 g/L,D - Dry,Light & Crisp,Riesling,
20 Bees Pinot Grigio VQA,$12.95,750 mL bottle |,LCBO#: 60707,"4.0
(1)",11.70%,"Ontario, Canada",Diamond Estates Wines & Spirits Ltd,9 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Beringer Main & Vine White Zinfandel,$20.95,1500 mL bottle |,LCBO#: 60715,"5.0
(9)",9%,"California, USA",Beringer Vineyards,36 g/L,MS - Medium Sweet,Soft & Off-dry,RosÃ©,
Peninsula Ridge Merlot VQA,$15.95,750 mL bottle |,LCBO#: 61101,"3.0
(1)",13.10%,"Ontario, Canada",Peninsula Ridge Estates Winery,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Merlot,
Casillero del Diablo Reserva Cabernet Sauvignon,$24.95,1500 mL bottle |,LCBO#: 61663,"4.7
(10)",13.50%,Chile,Concha Toro S.A.,5 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,
Peller Family Vineyards Dry White,$11.55,1000 mL tetra |,LCBO#: 63313,0,11.80%,Canada,Andrew Peller Limited,15 g/L,D - Dry,Light & Crisp,Blend,
Wayne Gretzky Chardonnay VQA,$14.95,750 mL bottle |,LCBO#: 63826,"5.0
(2)",12.70%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,3 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,
Emiliana Coyam,$29.95,750 mL bottle |,VINTAGES#: 63891,"5.0
(1)",14.50%,"Colchagua Valley, Chile",Vinedos Emiliana S.A.,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Syrah Blend,
Wayne Gretzky Merlot VQA,$15.95,750 mL bottle |,LCBO#: 63966,"5.0
(3)",12.80%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,6 g/L,D - Dry,Medium-bodied & Fruity,Merlot,
Cono Sur Bicicleta Viognier,$11.95,750 mL bottle |,LCBO#: 64287,"4.5
(8)",13.50%,Chile,Vina Cono Sur,5 g/L,XD - Extra Dry,Aromatic & Flavourful,Viognier,
Featherstone Cabernet Franc,$19.95,750 mL bottle |,VINTAGES#: 64618,"5.0
(1)",12.30%,"Ontario, Canada",Featherstone Estate Winery,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Franc,
Eastdell Pinot Grigio VQA,$13.95,750 mL bottle |,LCBO#: 65367,"4.0
(1)",10.30%,Canada,Diamond Estates Wines & Spirits Ltd,10 g/L,D - Dry,Off-dry & Fruity,Pinot Grigio,
Inniskillin Unoaked Chardonnay VQA,$14.45,750 mL bottle |,LCBO#: 66266,0,12%,"Ontario, Canada","Arterra Wines Canada, Inc.",10 g/L,D - Dry,Light & Crisp,Chardonnay,
Creekside Syrah VQA,$15.95,750 mL bottle |,LCBO#: 66654,"4.5
(2)",12.50%,"Ontario, Canada",Creekside Estate Winery,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Shiraz/Syrah,
The Black Chook Shiraz/Viognier 2019,$18.95,750 mL bottle |,VINTAGES#: 66738,"4.7
(3)",14.50%,"South Australia, Australia",Galvanized Wine Group,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Shiraz Blend,
Megalomaniac Narcissist Riesling,$18.95,750 mL bottle |,VINTAGES#: 67587,"5.0
(3)",10.90%,"Ontario, Canada",John Howard Cellars Of Distinction,28 g/L,M - Medium,Aromatic & Flavourful,Riesling,
Yellow Tail Pinot Grigio,$12.90,750 mL bottle |,LCBO#: 68254,0,11.50%,Australia,Casella Wines,12 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Sawmill Creek RosÃ©,$37.25,4000 mL bagnbox |,LCBO#: 68528,"5.0
(2)",11%,Canada,"Arterra Wines Canada, Inc.",29 g/L,M - Medium,Easygoing & Fruity,RosÃ©,
Sawmill Creek Chardonnay,$39.95,4000 mL bagnbox |,LCBO#: 68536,0,12.50%,Canada,"Arterra Wines Canada, Inc.",7 g/L,D - Dry,Light & Crisp,Chardonnay,
Sawmill Creek Dry Red,$38.50,4000 mL bagnbox |,LCBO#: 68544,0,12%,Canada,"Arterra Wines Canada, Inc.",12 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Peller Family Vineyards RosÃ©,$11.55,1000 mL tetra |,LCBO#: 68551,"4.0
(2)",10.50%,Canada,Andrew Peller Limited,30 g/L,M - Medium,Soft & Off-dry,RosÃ©,
Sawmill Creek Merlot,$39.95,4000 mL bagnbox |,LCBO#: 68569,0,11.50%,Canada,"Arterra Wines Canada, Inc.",10 g/L,D - Dry,Medium-bodied & Fruity,Merlot,
Hidden Bench Estate Chardonnay,$29.95,750 mL bottle |,VINTAGES#: 68817,0,13%,"Ontario, Canada",Hidden Bench Vineyards,3 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Imperial Fortified Wine,$9.95,750 mL bottle |,LCBO#: 69351,0,20%,Canada,"Arterra Wines Canada, Inc.",77 g/L,S - Sweet,,Fortified Wine,
Monte Antico,$15.95,750 mL bottle |,VINTAGES#: 69377,"4.3
(12)",13%,"Tuscany, Italy",Empson & Co. S.R.L.,9 g/L,D - Dry,Medium-bodied & Fruity,Sangiovese Blend,
Latour Pinot Noir,$26.15,750 mL bottle |,LCBO#: 69914,"4.3
(3)",13.50%,"Burgundy, France",Maison Louis Latour,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
Carlo Rossi California Red,$15.45,1500 mL bottle |,LCBO#: 70813,"5.0
(3)",12%,USA,E. & J. Gallo Winery,12 g/L,D - Dry,Light-bodied & Fruity,Blend,
Carlo Rossi California White,$15.45,1500 mL bottle |,LCBO#: 72041,0,10.50%,USA,E. & J. Gallo Winery,19 g/L,M - Medium,Light & Crisp,Blend,
Montalto Pinot Grigio Sicily IGT,$9.90,750 mL bottle |,LCBO#: 73148,"5.0
(3)",12%,"Sicily, Italy",Barone Montalto,6 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Alianca Vinho Verde,$9.50,750 mL bottle |,LCBO#: 75663,"4.8
(4)",10%,"Vinho Verde, Portugal",Caves Alianca Vinicola De Sangalhos,16 g/L,D - Dry,Off-dry & Fruity,Vinho Verde,
Wayne Gretzky Cabernet Merlot VQA,$15.95,750 mL bottle |,LCBO#: 75689,"4.5
(2)",12.50%,"Ontario, Canada",No. 99 Wayne Gretzky Estates,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet/Merlot,
Santa Cristina Rosso Toscana IGT,$15.00,750 mL bottle |,LCBO#: 76521,"5.0
(1)",13%,"Tuscany, Italy",Marchesi Antinori S.P.A.,6 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Cavaliere D'Oro Gabbiano Pinot Grigio IGT,$13.00,750 mL bottle |,LCBO#: 77990,"4.5
(2)",12%,Italy,Castello Di Gabbiano,7 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Hochtaler,$15.25,1500 mL bottle |,LCBO#: 78493,"2.0
(3)",11.50%,Canada,Andrew Peller Limited,18 g/L,M - Medium,Off-dry & Fruity,Blend,
Citra Montepulciano D'Abruzzo DOC,$15.10,1500 mL bottle |,LCBO#: 78840,"4.2
(5)",13%,"Abruzzo, Italy",Consorzio Cooperative Riunite,6 g/L,D - Dry,Medium-bodied & Fruity,Montepulciano,
Citra Trebbiano D'Abruzzo DOC,$15.10,1500 mL bottle |,LCBO#: 79046,"5.0
(1)",12%,"Abruzzo, Italy",Consorzio Cooperative Riunite,5 g/L,XD - Extra Dry,Light & Crisp,Trebbiano,
Gato Negro Sauvignon Blanc,$15.10,1500 mL bottle |,LCBO#: 79129,"4.0
(1)",12%,Chile,Vina San Pedro,2 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Mezzomondo Pinot Grigio Chardonnay IGT,$10.05,750 mL bottle |,LCBO#: 79301,0,12%,"Sicily, Italy",Mgm Mondo Del Vino S.R.L.,6 g/L,XD - Extra Dry,Light & Crisp,Blend,
Pelee Island Baco Noir VQA,$21.95,1500 mL bottle |,LCBO#: 79400,"3.3
(4)",12%,"Ontario, Canada",Pelee Island Vineyard Inc.,11 g/L,D - Dry,Full-bodied & Firm,Baco Noir,
Featherstone Black Sheep Riesling,$18.95,750 mL bottle |,VINTAGES#: 80234,"5.0
(1)",10%,"Ontario, Canada",Featherstone Estate Winery,23 g/L,M - Medium,Aromatic & Flavourful,Riesling,
ChÃ¢teau des Charmes Barrel Fermented Chardonnay VQA,$14.95,750 mL bottle |,LCBO#: 81653,0,12%,"Ontario, Canada",Chateau Des Charmes,4 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Monasterio de las ViÃ±as Gran Reserva,$19.95,750 mL bottle |,VINTAGES#: 82024,"3.9
(9)",13%,"CariÃ±ena, Spain",Grandes Vinos Y Vinedos Sa,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Grenache Blend,
Pasqua Soave DOC,$16.75,1500 mL bottle |,LCBO#: 82636,0,12%,"Veneto, Italy",Fratelli Pasqua S.A.S.,7 g/L,XD - Extra Dry,Light & Crisp,Soave,
Fuzion Shiraz Malbec,$8.95,750 mL bottle |,LCBO#: 83188,"2.5
(2)",13%,Argentina,Fuzion Wines,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Blend,
Kourtakis Apelia Moschofilero White Peloponnese IGP,$16.55,1500 mL bottle |,LCBO#: 83253,"4.7
(3)",12.50%,"Peloponnese, Greece",D. Kourtakis S.A.,2 g/L,XD - Extra Dry,Light & Crisp,Moschofilero,
Inniskillin Dry Riesling VQA,$14.45,750 mL bottle |,LCBO#: 83790,"4.0
(1)",12%,"Ontario, Canada","Arterra Wines Canada, Inc.",14 g/L,D - Dry,Light & Crisp,Riesling,
Beringer Napa Valley Chardonnay,$26.95,750 mL bottle |,VINTAGES#: 84988,"4.7
(3)",14.10%,"California, USA",Beringer Vineyards,6 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Blu Giovello Prosecco,$16.05,750 mL bottle |,LCBO#: 85316,"5.0
(3)",11%,Italy,Martellozzo S.P.A.,16 g/L,D - Dry,Light & Fruity,Prosecco,
Oggi Botter Pinot Grigio DOC,$9.75,750 mL bottle |,LCBO#: 86199,"4.7
(6)",12%,Italy,Casa Vinicola Botter,3 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Oggi Botter Primitivo IGT,$9.75,750 mL bottle |,LCBO#: 86421,"4.9
(10)",13%,"Puglia, Italy",Casa Vinicola Botter,6 g/L,XD - Extra Dry,Full-bodied & Firm,Primitivo,
Brights Maria Christina Red,$37.10,4000 mL bagnbox |,LCBO#: 86512,"4.0
(8)",11.50%,Canada,"Arterra Wines Canada, Inc.",27 g/L,M - Medium,Light-bodied & Fruity,Blend,
B & G Cuvee Speciale Rouge,$15.90,1500 mL bottle |,LCBO#: 86710,"5.0
(1)",12%,France,Barton & Guestier S.A.,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Blend,
Tawse Sketches of Niagara Riesling,$18.95,750 mL bottle |,VINTAGES#: 89029,0,10%,"Ontario, Canada",Tawse Winery,22 g/L,M - Medium,Aromatic & Flavourful,Riesling,
Tawse Sketches of Niagara Chardonnay,$19.95,750 mL bottle |,VINTAGES#: 89037,"5.0
(1)",13%,"Ontario, Canada",Tawse Winery,2 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Girls' Night Out RosÃ© VQA,$13.95,750 mL bottle |,LCBO#: 89862,"5.0
(1)",12.50%,"Ontario, Canada",Colio Wines Of Canada Ltd.,15 g/L,D - Dry,Easygoing & Fruity,RosÃ©,
Loios Red,$9.80,750 mL bottle |,LCBO#: 89912,"4.8
(6)",14%,Portugal,"J Portugal Ramos, S.A.",7 g/L,D - Dry,Medium-bodied & Fruity,Alentejo,
Finagra Alandra Red,$8.30,750 mL bottle |,LCBO#: 89961,"4.5
(2)",13%,Portugal,Esporao S.A.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Alentejo,
Quinta da Aveleda Vinho Verde,$13.20,750 mL bottle |,LCBO#: 89995,0,11%,Portugal,Sociedade Agricola E. Comercial,5 g/L,XD - Extra Dry,Light & Crisp,Vinho Verde,
J.P. Chenet Cabernet Syrah Organic Pays D'OC,$13.55,750 mL bottle |,LCBO#: 90472,"4.0
(1)",13.50%,"South of France, France",Les Grands Chais De France,9 g/L,D - Dry,Medium-bodied & Fruity,Cabernet Sauvignon/Syrah,
Kittling Ridge Kingsgate Reserve Apera (PET),$9.55,750 mL bottle |,LCBO#: 90860,"4.0
(1)",20%,Canada,Magnotta Winery,41 g/L,MS - Medium Sweet,,Fortified Wine,
Red Knot Cabernet Sauvignon,$18.60,750 mL bottle |,LCBO#: 91702,"5.0
(2)",14%,"South Australia, Australia",Shingleback,4 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,
Jacob's Creek Reserve Cabernet Sauvignon Limestone Coast,$17.95,750 mL bottle |,LCBO#: 91751,"4.0
(2)",14.50%,"South Australia, Australia",Jacobs Creek Wines,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Loios White,$9.80,750 mL bottle |,LCBO#: 92114,0,12.50%,"Alentejo, Portugal","J Portugal Ramos, S.A.",2 g/L,XD - Extra Dry,Light & Crisp,Blend,
Wyndham Estate Bin 222 Chardonnay,$13.25,750 mL bottle |,LCBO#: 93401,"4.0
(1)",13.50%,Australia,Wyndham Estate Wines Ltd.,5 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,
Casillero del Diablo Reserva Malbec,$13.95,750 mL bottle |,LCBO#: 94060,0,13%,Chile,Concha Toro S.A.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Malbec,
Spumante Bambino,$17.95,4 x 375 mL bottle |,LCBO#: 96966,"2.7
(30)",7%,Canada,"Arterra Wines Canada, Inc.",77 g/L,S - Sweet,Light & Fruity,Sparkling,
Barefoot Chardonnay,$9.95,750 mL bottle |,LCBO#: 97121,"4.2
(296)",13.50%,USA,E. & J. Gallo Winery,8 g/L,D - Dry,Light & Crisp,Chardonnay,
Naked Grape Pinot Grigio,$9.95,750 mL bottle |,LCBO#: 99184,0,12%,Canada,"Arterra Wines Canada, Inc.",6 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Cavit Collection Pinot Grigio delle Venezie IGT,$13.95,750 mL bottle |,LCBO#: 99218,"5.0
(4)",12%,"Veneto, Italy",Ca'Vit-Consorzio Cantine Sociali,3 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,
Woodbridge By Robert Mondavi Chardonnay,$13.95,750 mL bottle |,LCBO#: 99408,"4.3
(26)",13.50%,"California, USA",Robert Mondavi Winery,7 g/L,D - Dry,Aromatic & Flavourful,Chardonnay,
The Prisoner,$54.95,750 mL bottle |,VINTAGES#: 104299,"4.7
(11)",15.20%,"California, USA",Constellation Brands Inc. (Us),5 g/L,XD - Extra Dry,Full-bodied & Smooth,Zinfandel Blend,
Domaine D'Or White,$37.10,4000 mL bagnbox |,LCBO#: 106179,"5.0
(2)",11.50%,Canada,Andrew Peller Limited,10 g/L,D - Dry,Off-dry & Fruity,Blend,
Jacob's Creek Shiraz Cabernet Sauvignon,$13.75,750 mL bottle |,LCBO#: 106377,"5.0
(2)",14%,Australia,Jacobs Creek Wines,8 g/L,D - Dry,Full-bodied & Smooth,Shiraz/Cabernet Sauvignon,
Gray Fox Chardonnay,$15.55,1500 mL bottle |,LCBO#: 107193,"5.0
(2)",12.50%,"California, USA",The Wine Group,8 g/L,D - Dry,Light & Crisp,Chardonnay,
Gray Fox Cabernet Sauvignon,$15.55,1500 mL bottle |,LCBO#: 107201,0,13%,"California, USA",The Wine Group,9 g/L,D - Dry,Medium-bodied & Fruity,Cabernet Sauvignon,
PJ's Salted Caramel (Panama Jack's),$22.00,750 mL bottle |,LCBO#: 107235,,17%,Canada,Andrew Peller Limited,,,Bold & Cafe Flavours,Flavoured Wine,
Frescobaldi Chianti Nipozzano Riserva DOCG,$22.95,750 mL bottle |,LCBO#: 107276,"4.9
(7)",13.50%,"Tuscany, Italy",Marchesi De Frescobaldi,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Chianti,
Angels Gate Gamay Noir VQA,$14.95,750 mL bottle |,LCBO#: 107714,"5.0
(1)",13%,"Ontario, Canada",Angels Gate Winery,2 g/L,XD - Extra Dry,Light-bodied & Fruity,Gamay,
Pelee Island Monarch Red VQA,$12.95,750 mL bottle |,LCBO#: 107763,"2.5
(2)",12.50%,Canada,Pelee Island Vineyard Inc.,6 g/L,XD - Extra Dry,Light-bodied & Fruity,Blend,
Domaine D'Or Red,$37.10,4000 mL bagnbox |,LCBO#: 108688,0,12%,Canada,Andrew Peller Limited,9 g/L,D - Dry,Light-bodied & Fruity,Blend,
L'Epayrie Blanc,$15.95,1500 mL bottle |,LCBO#: 109017,"3.0
(1)",11%,France,Maison Tarride Ledroit & Cie,6 g/L,D - Dry,Light & Crisp,Blend,
Jackson-Triggs Reserve Merlot VQA,$13.95,750 mL bottle |,LCBO#: 109959,"5.0
(2)",13.70%,Canada,"Arterra Wines Canada, Inc.",4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Merlot,
Sandbanks Dunes White VQA,$13.95,750 mL bottle |,LCBO#: 110031,0,12%,"Ontario, Canada","Arterra Wines Canada, Inc.",12 g/L,D - Dry,Light & Crisp,White Blend,
Sandbanks Baco Noir VQA,$15.95,750 mL bottle |,LCBO#: 110049,"3.2
(12)",12%,"Ontario, Canada","Arterra Wines Canada, Inc.",10 g/L,D - Dry,Full-bodied & Firm,Baco Noir,
Brights Pale Dry Select,$9.95,750 mL bottle |,LCBO#: 111476,"5.0
(1)",20%,Canada,"Arterra Wines Canada, Inc.",22 g/L,M - Medium,Dry,Fortified Wine,
Nederburg Cabernet Sauvignon,$13.95,750 mL bottle |,LCBO#: 111526,"4.3
(7)",13.50%,South Africa,Distell,5 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Reif Estate Riesling VQA,$13.95,750 mL bottle |,LCBO#: 111799,0,12%,"Ontario, Canada",Reif Winery Inc.,11 g/L,D - Dry,Light & Crisp,Riesling,
Alvear Medium Dry Montilla-Moriles,$13.95,750 mL bottle |,LCBO#: 112789,"5.0
(1)",17%,Spain,Alvear S.A. .,34 g/L,M - Medium,,Sherry Amontillado,
Konzelmann Cabernet Sauvignon Reserve VQA,$15.95,750 mL bottle |,LCBO#: 112946,"5.0
(1)",13%,"Ontario, Canada",Konzelmann Vineyards Inc.,7 g/L,D - Dry,Medium-bodied & Fruity,Cabernet Sauvignon,
Beringer Main & Vine Pinot Grigio,$10.95,750 mL bottle |,LCBO#: 112995,"2.5
(12)",13%,"California, USA",Beringer Vineyards,7 g/L,D - Dry,Light & Crisp,Pinot Grigio,
Beringer Main & Vine Cabernet Sauvignon,$10.95,750 mL bottle |,LCBO#: 113001,"4.1
(9)",13%,"California, USA",Beringer Vineyards,8 g/L,D - Dry,Medium-bodied & Fruity,Cabernet Sauvignon,
Concha Y Toro Frontera Sauvignon Blanc,$15.10,1500 mL bottle |,LCBO#: 113019,"5.0
(1)",12%,Chile,Concha Toro S.A.,8 g/L,D - Dry,Light & Crisp,Sauvignon Blanc,
Concha Y Toro Frontera Cabernet Sauvignon,$9.25,750 mL bottle |,LCBO#: 116426,"5.0
(1)",12%,Chile,Concha Toro S.A.,5 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Sauvignon,
BarÃ³n de Ley RosÃ© 2020,$13.95,750 mL bottle |,VINTAGES#: 117283,0,13%,"Rioja, Spain",Baron De Ley,2 g/L,XD - Extra Dry,Medium-bodied & Dry,RosÃ© - Dry,
ViÃ±a Cobos Felino Malbec 2020,$19.95,750 mL bottle |,VINTAGES#: 118067,0,14.50%,"Mendoza, Argentina",Vina Cobos S.A.,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Malbec,
ChÃ¢teau Saint-Roch ChimÃ¨res Grenache/Syrah/Carignan 2018,$19.95,750 mL bottle |,VINTAGES#: 119354,0,14%,"Midi, France",Chateau St. Roch,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Grenache/Syrah/Carignan,
Lindemans Bin 45 Cabernet Sauvignon,$11.95,750 mL bottle |,LCBO#: 119628,"5.0
(2)",14%,Australia,Lindeman's Wines,11 g/L,D - Dry,Full-bodied & Smooth,Cabernet Sauvignon,
Taylor Fladgate 10-Year-Old Tawny Port,$35.95,750 mL bottle |,VINTAGES#: 121749,"5.0
(2)",19.80%,"Douro, Portugal","Taylor, Fladgate & Yeatman",102 g/L,S - Sweet,Sweet,Port,
The Beachhouse Sauvignon Blanc,$11.95,750 mL bottle |,LCBO#: 122390,"1.0
(1)",13%,"Western Cape, South Africa",Dgb (Pty ) Ltd.,6 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,
Henkell Trocken,$14.95,750 mL bottle |,LCBO#: 122689,"4.8
(6)",11.50%,Germany,Henkell & Sohnlein Sektkellereien,22 g/L,M - Medium,Light & Fruity,Sparkling,
Speck Bros. Sibling Rivalry White VQA,$14.95,750 mL bottle |,LCBO#: 126144,0,12%,"Ontario, Canada",Henry Of Pelham Family Est. Winery,14 g/L,D - Dry,Aromatic & Flavourful,Blend,
Speck Bros. Sibling Rivalry Red VQA,$14.95,750 mL bottle |,LCBO#: 126151,0,13.50%,"Ontario, Canada",Henry Of Pelham Family Est. Winery,15 g/L,D - Dry,Full-bodied & Smooth,Cabernet/Merlot,
L'Epayrie Special Reserve Rouge,$15.95,1500 mL bottle |,LCBO#: 128520,0,12%,France,Maison Tarride Ledroit & Cie,7 g/L,D - Dry,Medium-bodied & Fruity,Blend,
Meiomi Pinot Noir,$22.95,750 mL bottle |,VINTAGES#: 130138,"4.4
(162)",14.50%,"California, USA",Constellation Brands Inc. (Us),17 g/L,D - Dry,Full-bodied & Smooth,Pinot Noir,
Tawse Growers Blend Pinot Noir,$25.95,750 mL bottle |,VINTAGES#: 130989,"3.2
(6)",12.50%,"Ontario, Canada",Tawse Winery,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,
ViÃ±a Cobos Felino Cabernet Sauvignon 2019,$19.95,750 mL bottle |,VINTAGES#: 132365,0,14.50%,"Mendoza, Argentina",Paul Hobbs,2 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon Blend,
XOXO Pinot Grigio Chardonnay,$19.95,1500 mL bottle |,LCBO#: 132506,"4.5
(2)",12%,"Ontario, Canada",Andrew Peller Limited,10 g/L,D - Dry,Light & Crisp,Blend,
Ogier Cotes Du Ventoux Rose AOC,$14.45,750 mL bottle |,LCBO#: 134916,"4.5
(4)",13%,"RhÃ´ne, France",Caves Des Papes,2 g/L,XD - Extra Dry,Medium-bodied & Dry,RosÃ©,
Adesso Chardonnay D'Italia,$15.10,1500 mL bottle |,LCBO#: 134940,"5.0
(1)",12%,"Veneto, Italy",Caviro Soc. Coop.,6 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,
Open Cab 2 Merlot VQA,$12.95,750 mL bottle |,LCBO#: 134957,0,12%,"Ontario, Canada","Arterra Wines Canada, Inc.",11 g/L,D - Dry,Medium-bodied & Fruity,Cabernet/Merlot,
Open Riesling GewÃ¼rztraminer VQA,$12.95,750 mL bottle |,LCBO#: 134965,"4.5
(2)",11.10%,"Ontario, Canada","Arterra Wines Canada, Inc.",22 g/L,M - Medium,Aromatic & Flavourful,Blend,
Kaiken Ultra Cabernet Sauvignon 2018,$19.95,750 mL bottle |,VINTAGES#: 135202,0,14.50%,"Mendoza, Argentina",Kaiken S.A,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Cabernet Sauvignon/Malbec,
Pelee Island Pinot Noir VQA,$14.95,750 mL bottle |,LCBO#: 135939,"3.0
(5)",13%,"Ontario, Canada",Pelee Island Vineyard Inc.,5 g/L,XD - Extra Dry,Light-bodied & Fruity,Pinot Noir,
